Model,Release Date,Release Year,Model ID,Device Type,Year,Month,Company,Company_real,Company ID,RAM Capacity (Mb),Storage (Mb),CPU Clock (MHz),Display Diagonal (in),Display Width(px),Display Length(px),Mass (grams),Pixel Density (per inch),Mass New,Depth New,principal component 1,principal component 2,Width (mm),Length (mm),Depth (mm),Volume (cubic cm),Mass (grams)
NTT DoCoMo Sigmarion III.,2003-06-01,2003.416667,301,Phone,2003,6,NTT,"NTT DOCOMO, Inc",94,0.031220435,0.000523305,0.199635034,0.237410072,0.284552846,0.222222222,0.091594828,0.165320545,0.908405172,0.904425914,-0.177009086,0.203919629,0.497953615,0.278688525,0.095574086,0.10746633,0.091594828
Qtek 7070 (HTC Tanager),2003-06-01,2003.416667,302,Phone,2003,6,Qtek,HTC,61,0.00778222,0.000523305,0.059571164,0.035971223,0.030894309,0.093253968,0.014439655,0.210499748,0.985560345,0.888389994,-0.403026515,-0.012464913,0.118963165,0.292622951,0.111610006,0.020919427,0.014439655
Sony Clie PEG-NX73V,2003-06-01,2003.416667,303,Phone,2003,6,Sony,Sony Corporation,123,0.00778222,0.000523305,0.099589413,0.151079137,0.154471545,0.142857143,0.036637931,0.273094397,0.963362069,0.899294419,-0.290767457,0.054972305,0.178444748,0.338114754,0.100705581,0.034687279,0.036637931
Sony Clie PEG-NX80V,2003-06-01,2003.416667,304,Phone,2003,6,Sony,Sony Corporation,123,0.015594958,0.000523305,0.099589413,0.151079137,0.154471545,0.142857143,0.037715517,0.273094397,0.962284483,0.899294419,-0.286627991,0.055359753,0.178444748,0.338114754,0.100705581,0.034687279,0.037715517
Symbol PPT 8800w,2003-06-01,2003.416667,305,Phone,2003,6,Symbol,Zebra Technologies,152,0.031220435,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.054956897,0.17617365,0.945043103,0.831302117,-0.28501081,0.063993412,0.205457026,0.397540984,0.168697883,0.073399996,0.054956897
ViewSonic Pocket PC V36,2003-06-01,2003.416667,306,Phone,2003,6,ViewSonic,ViewSonic,145,0.031220435,0.000523305,0.149612223,0.129496403,0.056910569,0.142857143,0.016594828,0.17617365,0.983405172,0.949326491,-0.304810943,0.045130566,0.192360164,0.319672131,0.050673509,0.019870244,0.016594828
Hewlett-Packard iPAQ H5150 / H5155,2003-07-01,2003.5,307,Phone,2003,7,Hewlett-Packard,Hewlett-Packard,58,0.031220435,0.000523305,0.199635034,0.151079137,0.056910569,0.142857143,0.02737069,0.152195861,0.97262931,0.937139192,-0.281398345,0.069362277,0.210095498,0.364754098,0.062860808,0.029783954,0.02737069
Hewlett-Packard iPAQ H5550 / H5555,2003-07-01,2003.5,308,Phone,2003,7,Hewlett-Packard,Hewlett-Packard,58,0.062471389,0.00078547,0.199635034,0.151079137,0.056910569,0.142857143,0.031681034,0.152195861,0.968318966,0.937139192,-0.264753062,0.070995368,0.210095498,0.364754098,0.062860808,0.029783954,0.031681034
Hitachi SH-G1000,2003-07-01,2003.5,309,Phone,2003,7,Hitachi,"Hitachi, Ltd",59,0.015594958,0.000523305,0.199635034,0.129496403,0.056910569,0.142857143,0.038362069,0.17617365,0.961637931,0.891597178,-0.289764506,0.051840796,0.211459754,0.401639344,0.108402822,0.05136715,0.038362069
Palm Tungsten T2,2003-07-01,2003.5,310,Phone,2003,7,Palm,Palm,102,0.015594958,0.000130058,0.071576639,0.09352518,0.089430894,0.142857143,0.020905172,0.058556285,0.979094828,0.942912123,-0.389286517,0.114333812,0.186903138,0.217213115,0.057087877,0.032075027,0.020905172
CyberBank Triton  0885 / 1880,2003-08-01,2003.583333,311,Phone,2003,8,CyberBank,HTC,61,0.031220435,0.000523305,0.199635034,0.129496403,0.056910569,0.142857143,0.029956897,0.225391217,0.970043103,0.899294419,-0.266792399,0.019955432,0.181446112,0.450819672,0.100705581,0.025266043,0.029956897
CyberBank Triton 0880,2003-08-01,2003.583333,312,Phone,2003,8,CyberBank,HTC,61,0.031220435,0.000523305,0.199635034,0.129496403,0.056910569,0.142857143,0.024568966,0.291771832,0.975431034,0.899294419,-0.247416894,-0.019523239,0.181446112,0.450819672,0.100705581,0.023874269,0.024568966
Samsung SCH-M400,2003-08-01,2003.583333,313,Phone,2003,8,Samsung,Samsung,113,0.031220435,0.001047635,0.149612223,0.129496403,0.056910569,0.142857143,0.031681034,0.17617365,0.968318966,0.922386145,-0.306024115,0.053886229,0.175989086,0.340163934,0.077613855,0.027086054,0.031681034
T-Mobile MDA II (HTC Himalaya),2003-08-01,2003.583333,314,Phone,2003,8,T-Mobile,T-Mobile,128,0.062471389,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.026939655,0.17617365,0.973060345,0.91725465,-0.26353908,0.044692581,0.172987722,0.329918033,0.08274535,0.027385821,0.026939655
Dell Axim X3 Advanced,2003-09-01,2003.666667,315,Phone,2003,9,Dell,Dell,39,0.031220435,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.032758621,0.17617365,0.967241379,0.942912123,-0.278022581,0.045119234,0.192905866,0.278688525,0.057087877,0.026400874,0.032758621
Dell Axim X3 Basic,2003-09-01,2003.666667,316,Phone,2003,9,Dell,Dell,39,0.031220435,0.000523305,0.149612223,0.129496403,0.056910569,0.142857143,0.009267241,0.416961131,0.990732759,0.942912123,-0.234594262,-0.092452698,0.192905866,0.278688525,0.057087877,0.008393465,0.009267241
Dell Axim X3i,2003-09-01,2003.666667,317,Phone,2003,9,Dell,Dell,39,0.031220435,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.016034483,0.17617365,0.983965517,0.942912123,-0.278536275,0.038185407,0.192905866,0.300819672,0.057087877,0.019570477,0.016034483
E-TEN InfoTouch P300,2003-09-01,2003.666667,318,Phone,2003,9,E-TEN,"E-TEN Information Systems Co., Ltd",43,0.031220435,0.000523305,0.101090097,0.079136691,0.056910569,0.142857143,0.02262931,0.244068652,0.97737069,0.891597178,-0.324680117,-0.007857316,0.165075034,0.278688525,0.108402822,0.029163009,0.02262931
Handspring Treo 600 CDMA,2003-09-01,2003.666667,319,Phone,2003,9,Handspring,Handspring Inc,56,0.015594958,0.000130058,0.071576639,0.064748201,0.024390244,0.063492063,0.023275862,0.10449268,0.976724138,0.898011546,-0.429805001,0.066936568,0.145975443,0.258196721,0.101988454,0.022204141,0.023275862
Handspring Treo 600 GSM,2003-09-01,2003.666667,320,Phone,2003,9,Handspring,Handspring Inc,56,0.015594958,0.000130058,0.071576639,0.064748201,0.024390244,0.063492063,0.023275862,0.10449268,0.976724138,0.898011546,-0.429805001,0.066936568,0.145975443,0.258196721,0.101988454,0.022204141,0.023275862
Hewlett-Packard iPAQ H1930 / H1935 (HTC Kiwi),2003-09-01,2003.666667,321,Phone,2003,9,Hewlett-Packard,Hewlett-Packard,58,0.031220435,0.000261141,0.101090097,0.129496403,0.056910569,0.142857143,0.013793103,0.17617365,0.986206897,0.957023733,-0.330216561,0.050430895,0.17271487,0.26352459,0.042976267,0.012226195,0.013793103
Hewlett-Packard iPAQ H1937 (HTC Kiwi),2003-09-01,2003.666667,322,Phone,2003,9,Hewlett-Packard,Hewlett-Packard,58,0.031220435,0.000261141,0.101090097,0.129496403,0.056910569,0.142857143,0.013793103,0.17617365,0.986206897,0.957023733,-0.330216561,0.050430895,0.17271487,0.26352459,0.042976267,0.012226195,0.013793103
I-Mate Pocket PC Phone Edition (HTC Himalaya),2003-09-01,2003.666667,323,Phone,2003,9,I-Mate,I-Mate,64,0.062471389,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.026939655,0.17617365,0.973060345,0.91725465,-0.26353908,0.044692581,0.172987722,0.329918033,0.08274535,0.027385821,0.026939655
O2 XDA II (HTC Himalaya),2003-09-01,2003.666667,324,Phone,2003,9,O2,O2,95,0.062471389,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.026939655,0.17617365,0.973060345,0.91725465,-0.26353908,0.044692581,0.172987722,0.329918033,0.08274535,0.027385821,0.026939655
Sony Clie PEG-NX73VE,2003-09-01,2003.666667,325,Phone,2003,9,Sony,Sony Corporation,123,0.00778222,0.000523305,0.099589413,0.151079137,0.154471545,0.142857143,0.036637931,0.273094397,0.963362069,0.899294419,-0.290767457,0.054972305,0.178444748,0.338114754,0.100705581,0.034687279,0.036637931
Sony Clie PEG-UX40 / PEG-UX40U / PEG-UX40E,2003-09-01,2003.666667,326,Phone,2003,9,Sony,Sony Corporation,123,0.019501328,0.001047635,0.061071849,0.107913669,0.154471545,0.142857143,0.024784483,0.336193841,0.975215517,0.924310455,-0.293792116,-0.007090423,0.263301501,0.153688525,0.075689545,0.024709333,0.024784483
Sony Clie PEG-UX50 / PEG-UX50U / PEG-UX50E,2003-09-01,2003.666667,327,Phone,2003,9,Sony,Sony Corporation,123,0.019501328,0.001047635,0.061071849,0.107913669,0.154471545,0.142857143,0.024784483,0.336193841,0.975215517,0.924310455,-0.293792116,-0.007090423,0.263301501,0.153688525,0.075689545,0.024709333,0.024784483
Asus MyPal A620BT,2003-10-01,2003.75,328,Phone,2003,10,Asus,Asus,14,0.031220435,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.017456897,0.17617365,0.982543103,0.953816549,-0.27774321,0.037830294,0.191814461,0.31147541,0.046183451,0.017900349,0.017456897
CyberBank Triton 1880 KW,2003-10-01,2003.75,329,Phone,2003,10,CyberBank,HTC,61,0.031220435,0.000523305,0.199635034,0.129496403,0.056910569,0.142857143,0.060344828,0.17617365,0.939655172,0.899294419,-0.280347586,0.06016926,0.181446112,0.450819672,0.100705581,0.044729461,0.060344828
Fujitsu-Siemens Pocket LOOX 610BT/WLAN,2003-10-01,2003.75,330,Phone,2003,10,Fujitsu-Siemens,Fujitsu Ltd,50,0.031220435,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.03125,0.17617365,0.96875,0.922386145,-0.279479506,0.046272293,0.195088677,0.403688525,0.077613855,0.035393872,0.03125
Hewlett-Packard iPAQ H4150 / H4155,2003-10-01,2003.75,331,Phone,2003,10,Hewlett-Packard,Hewlett-Packard,58,0.031220435,0.000523305,0.199635034,0.129496403,0.056910569,0.142857143,0.015517241,0.17617365,0.984482759,0.952533675,-0.278065788,0.036970674,0.174897681,0.264754098,0.047466325,0.01374644,0.015517241
Hewlett-Packard iPAQ H4350 / H4355 (HTC Dextrous),2003-10-01,2003.75,332,Phone,2003,10,Hewlett-Packard,Hewlett-Packard,58,0.031220435,0.000523305,0.199635034,0.129496403,0.056910569,0.142857143,0.02262931,0.17617365,0.97737069,0.946119307,-0.278288144,0.040475129,0.185811733,0.367622951,0.053880693,0.022675203,0.02262931
Nokia 6600 (Nokia Calimero),2003-10-01,2003.75,333,Phone,2003,10,Nokia,Nokia Corporation,92,0.00778222,0.000392223,0.051567515,0.028776978,0.030894309,0.087301587,0.014008621,0.208480565,0.985991379,0.88710712,-0.411734106,-0.013636057,0.14106412,0.244262295,0.11289288,0.019677537,0.014008621
Nokia N-Gage (Nokia Starship),2003-10-01,2003.75,334,Phone,2003,10,Nokia,Nokia Corporation,92,0.00778222,0.000261141,0.051567515,0.028776978,0.030894309,0.087301587,0.016163793,0.308430086,0.983836207,0.909557409,-0.380745839,-0.070809119,0.347066849,0.084836066,0.090442591,0.018435647,0.016163793
Psion Teklogix netBook Pro,2003-10-01,2003.75,335,Phone,2003,10,Psion,Zebra Technologies,152,0.062471389,0.000523305,0.199635034,0.489208633,0.284552846,0.281746032,0.224137931,0.184755174,0.775862069,0.814624759,-0.082942499,0.395104862,0.623465211,0.553278689,0.185375241,0.314605057,0.224137931
RoverPC P5+,2003-10-01,2003.75,336,Phone,2003,10,RoverPC,RoverComputers,111,0.031220435,0.000523305,0.102590781,0.129496403,0.056910569,0.142857143,0.026939655,0.17617365,0.973060345,0.923669019,-0.331220805,0.058631813,0.195088677,0.331967213,0.076330981,0.029634071,0.026939655
Samsung SCH-i600 / SPH-i600,2003-10-01,2003.75,337,Phone,2003,10,Samsung,Samsung,113,0.015594958,0.000523305,0.099589413,0.035971223,0.030894309,0.093253968,0.015086207,0.210499748,0.984913793,0.891597178,-0.377433606,-0.018482251,0.129604366,0.18442623,0.108402822,0.01554504,0.015086207
Sony Clie PEG-TJ35,2003-10-01,2003.75,338,Phone,2003,10,Sony,Sony Corporation,123,0.015594958,0.000130058,0.099589413,0.100719424,0.089430894,0.142857143,0.017241379,0.250630994,0.982758621,0.962155228,-0.315188368,0.003444359,0.189631651,0.25,0.037844772,0.014517269,0.017241379
Toshiba e400,2003-10-01,2003.75,339,Phone,2003,10,Toshiba,Toshiba Corporation,136,0.031220435,0.00078547,0.149612223,0.129496403,0.056910569,0.142857143,0.016594828,0.17617365,0.983405172,0.962155228,-0.303841907,0.044102282,0.190177353,0.31147541,0.037844772,0.015031154,0.016594828
Typhoon MyGuide 5500 XL,2003-10-01,2003.75,340,Phone,2003,10,Typhoon,HTC,61,0.031220435,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.017456897,0.17617365,0.982543103,0.953816549,-0.27774321,0.037830294,0.191814461,0.31147541,0.046183451,0.017900349,0.017456897
Yakumo PDA Delta 400,2003-10-01,2003.75,341,Phone,2003,10,Yakumo,MiTAC International Corp,84,0.031220435,0.000523305,0.199635034,0.129496403,0.056910569,0.142857143,0.014008621,0.176426047,0.985991379,0.950609365,-0.278170069,0.036370322,0.180900409,0.29795082,0.049390635,0.016744106,0.014008621
Acer n10,2003-11-01,2003.833333,342,Phone,2003,11,Acer,Acer,3,0.031220435,0.000523305,0.149612223,0.129496403,0.056910569,0.142857143,0.02262931,0.17617365,0.97737069,0.930724824,-0.305903933,0.049244258,0.195088677,0.331967213,0.069275176,0.02725735,0.02262931
Audiovox PPC-5050 (HTC Falcon),2003-11-01,2003.833333,343,Phone,2003,11,Audiovox,HTC,61,0.031220435,0.000523305,0.199635034,0.129496403,0.056910569,0.142857143,0.025,0.17617365,0.975,0.923669019,-0.279758156,0.043403287,0.181446112,0.327868852,0.076330981,0.026850524,0.025
Dopod 696 / 696i (HTC Himalaya),2003-11-01,2003.833333,344,Phone,2003,11,Dopod,HTC,61,0.062471389,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.026939655,0.17617365,0.973060345,0.91725465,-0.26353908,0.044692581,0.172987722,0.329918033,0.08274535,0.027385821,0.026939655
E-TEN InfoTouch P610,2003-11-01,2003.833333,345,Phone,2003,11,E-TEN,"E-TEN Information Systems Co., Ltd",43,0.031220435,0.000523305,0.102590781,0.129496403,0.056910569,0.142857143,0.032327586,0.17617365,0.967672414,0.921103271,-0.331231634,0.061087965,0.200545703,0.352459016,0.078896729,0.033102799,0.032327586
Fujitsu-Siemens Pocket LOOX 610BT,2003-11-01,2003.833333,346,Phone,2003,11,Fujitsu-Siemens,Fujitsu Ltd,50,0.031220435,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.029525862,0.17617365,0.970474138,0.922386145,-0.279532464,0.045557466,0.195088677,0.403688525,0.077613855,0.035393872,0.029525862
Motorola A920,2003-11-01,2003.833333,347,Phone,2003,11,Motorola,Motorola,87,0.015594958,0.000392223,0.083582113,0.086330935,0.043902439,0.142857143,0.032758621,0.537102473,0.967241379,0.885824246,-0.257620313,-0.164833518,0.145975443,0.405737705,0.114175754,0.009721003,0.032758621
Motorola MPx200,2003-11-01,2003.833333,348,Phone,2003,11,Motorola,Motorola,87,0.015594958,0.000523305,0.065573902,0.035971223,0.030894309,0.093253968,0.0125,0.210499748,0.9875,0.865939705,-0.397335613,-0.01227537,0.113233288,0.163934426,0.134060295,0.015245273,0.0125
PalmOne Treo 600 CDMA,2003-11-01,2003.833333,349,Phone,2003,11,PalmOne,Palm,102,0.015594958,0.000130058,0.071576639,0.064748201,0.024390244,0.063492063,0.023275862,0.10449268,0.976724138,0.898011546,-0.429805001,0.066936568,0.145975443,0.258196721,0.101988454,0.022204141,0.023275862
PalmOne Treo 600 GSM,2003-11-01,2003.833333,350,Phone,2003,11,PalmOne,Palm,102,0.015594958,0.000130058,0.071576639,0.064748201,0.024390244,0.063492063,0.023275862,0.10449268,0.976724138,0.898011546,-0.429805001,0.066936568,0.145975443,0.258196721,0.101988454,0.022204141,0.023275862
Qtek 2060 (HTC Himalaya),2003-11-01,2003.833333,351,Phone,2003,11,Qtek,HTC,61,0.062471389,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.026939655,0.17617365,0.973060345,0.91725465,-0.26353908,0.044692581,0.172987722,0.329918033,0.08274535,0.027385821,0.026939655
RIM BlackBerry 7280,2003-11-01,2003.833333,352,Phone,2003,11,RIM,BlackBerry Limited,21,0.000946074,0.000261141,0.15561496,0.064748201,0.056910569,0.063492063,0.01637931,0.276375568,0.98362069,0.910840282,-0.333977895,-0.035388022,0.186903138,0.262295082,0.089159718,0.022482496,0.01637931
Sendo X,2003-11-01,2003.833333,353,Phone,2003,11,Sendo,Sendo,114,0.00778222,0.001047635,0.059571164,0.035971223,0.030894309,0.093253968,0.012931034,0.207723372,0.987068966,0.892880051,-0.403406754,-0.011755074,0.114597544,0.25204918,0.107119949,0.016722694,0.012931034
Toshiba e800 / e805,2003-11-01,2003.833333,354,Phone,2003,11,Toshiba,Toshiba Corporation,136,0.062471389,0.001047635,0.199635034,0.165467626,0.154471545,0.301587302,0.028448276,0.390711762,0.971551724,0.932007697,-0.109284077,-0.046454417,0.190177353,0.350819672,0.067992303,0.027235938,0.028448276
Asus MyPal A716,2003-12-01,2003.916667,355,Phone,2003,12,Asus,Asus,14,0.031220435,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.029525862,0.17617365,0.970474138,0.926234766,-0.279267979,0.045223991,0.195088677,0.352459016,0.073765234,0.030233604,0.029525862
Bsquare Power Handheld,2003-12-01,2003.916667,356,Phone,2003,12,Bsquare,Bsquare Corporation,24,0.062471389,0.001047635,0.199635034,0.165467626,0.219512195,0.222222222,0.073275862,0.315497224,0.926724138,0.914047466,-0.146028912,0.048010408,0.219645293,0.37295082,0.085952534,0.058904139,0.073275862
CyberBank POZ 1870,2003-12-01,2003.916667,357,Phone,2003,12,CyberBank,HTC,61,0.031220435,0.001047635,0.099589413,0.129496403,0.056910569,0.142857143,0.03125,0.17617365,0.96875,0.923669019,-0.332507041,0.061031593,0.174624829,0.329918033,0.076330981,0.024794981,0.03125
Medion MDPNA 100 (MD95025),2003-12-01,2003.916667,358,Phone,2003,12,Medion,MiTAC International Corp,84,0.031220435,0.000523305,0.132604468,0.129496403,0.056910569,0.142857143,0.025862069,0.17617365,0.974137931,0.910840282,-0.316200811,0.054835491,0.181446112,0.344262295,0.089159718,0.032139263,0.025862069
MiTAC Mio 168 Digi-Walker,2003-12-01,2003.916667,359,Phone,2003,12,MiTAC,MiTAC International Corp,84,0.031220435,0.000523305,0.149612223,0.129496403,0.056910569,0.142857143,0.01875,0.17617365,0.98125,0.934573445,-0.305758604,0.047302421,0.172169168,0.26147541,0.065426555,0.017964585,0.01875
MiTAC Mio 168RS Digi-Walker,2003-12-01,2003.916667,360,Phone,2003,12,MiTAC,MiTAC International Corp,84,0.031220435,0.000523305,0.149612223,0.129496403,0.056910569,0.142857143,0.01875,0.17617365,0.98125,0.934573445,-0.305758604,0.047302421,0.172169168,0.26147541,0.065426555,0.017964585,0.01875
Orange SPV E200 (HTC Voyager),2003-12-01,2003.916667,361,Phone,2003,12,Orange,Orange UK,100,0.015594958,0.001047635,0.065573902,0.035971223,0.030894309,0.093253968,0.015086207,0.216304897,0.984913793,0.882617062,-0.394226327,-0.015738742,0.118963165,0.292622951,0.117382938,0.02207567,0.015086207
RoverPC P1,2003-12-01,2003.916667,362,Phone,2003,12,RoverPC,RoverComputers,111,0.031220435,0.000523305,0.149612223,0.129496403,0.056910569,0.142857143,0.0125,0.17617365,0.9875,0.953816549,-0.304628152,0.043043796,0.172169168,0.26147541,0.046183451,0.012911376,0.0125
RoverPC P3+,2003-12-01,2003.916667,363,Phone,2003,12,RoverPC,RoverComputers,111,0.031220435,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.0125,0.17617365,0.9875,0.958948044,-0.277542818,0.035330532,0.191814461,0.29795082,0.041051956,0.015566452,0.0125
RoverPC S1,2003-12-01,2003.916667,364,Phone,2003,12,RoverPC,RoverComputers,111,0.031220435,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.02112069,0.17617365,0.97887931,0.900577293,-0.281289383,0.043962373,0.169167804,0.245901639,0.099422707,0.025094748,0.02112069
Siemens SX1,2003-12-01,2003.916667,365,Phone,2003,12,Siemens,SiemensæAG,117,0.00778222,0.000392223,0.059571164,0.035971223,0.030894309,0.093253968,0.012068966,0.210499748,0.987931034,0.91725465,-0.401159405,-0.015990512,0.14324693,0.245901639,0.08274535,0.016722694,0.012068966
Abocom X-Pilot II,2004-01-01,2004,366,Phone,2004,1,Abocom,AboCom Systems,2,0.062471389,0.000523305,0.199635034,0.625899281,0.284552846,0.281746032,0.221982759,0.129732458,0.778017241,0.8466966,-0.069009866,0.502673286,0.623465211,1,0.1533034,0.301843565,0.221982759
Airis NC05 / NC05A,2004-01-01,2004,367,Phone,2004,1,Airis,Airis,4,0.031220435,0.000523305,0.132604468,0.129496403,0.056910569,0.142857143,0.018534483,0.17617365,0.981465517,0.910840282,-0.316425883,0.051797474,0.173260573,0.319672131,0.089159718,0.028627711,0.018534483
Airis T900,2004-01-01,2004,368,Phone,2004,1,Airis,Airis,4,0.031220435,0.000523305,0.149612223,0.129496403,0.089430894,0.103174603,0.037068966,0.17617365,0.962931034,0.874278384,-0.316712507,0.076182764,0.358253752,0.094180328,0.125721616,0.045136287,0.037068966
AnexTEK SP230,2004-01-01,2004,369,Phone,2004,1,AnexTEK,Wistron Corporation,148,0.031220435,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.02112069,0.17617365,0.97887931,0.900577293,-0.281289383,0.043962373,0.169167804,0.245901639,0.099422707,0.025094748,0.02112069
